Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-21,2727.39990234375,2728.0,2603.199951171875,2622.5,9612230,0.0,0.0
2021-10-22,2620.0,2664.89990234375,2611.5,2627.39990234375,5086641,0.0,0.0
2021-10-25,2680.0,2680.0,2570.0,2601.800048828125,7934786,0.0,0.0
2021-10-26,2617.10009765625,2668.89990234375,2603.14990234375,2661.050048828125,4498720,0.0,0.0
2021-10-27,2652.0,2676.800048828125,2619.949951171875,2627.39990234375,4565815,0.0,0.0
2021-10-28,2620.0,2637.949951171875,2590.5,2598.60009765625,4562471,0.0,0.0
2021-10-29,2596.14990234375,2596.14990234375,2501.699951171875,2536.25,6568539,0.0,0.0
2021-11-01,2536.25,2556.0,2494.10009765625,2537.800048828125,7144150,0.0,0.0
2021-11-02,2545.0,2548.0,2495.25,2500.800048828125,4874582,0.0,0.0
2021-11-03,2506.050048828125,2520.0,2461.0,2483.60009765625,5530635,0.0,0.0
2021-11-04,2492.949951171875,2504.89990234375,2490.0,2498.85009765625,787160,0.0,0.0
2021-11-08,2519.39990234375,2520.0,2456.39990234375,2501.949951171875,9384733,0.0,0.0
2021-11-09,2505.0,2528.89990234375,2487.050048828125,2521.699951171875,7236552,0.0,0.0
2021-11-10,2516.699951171875,2558.0,2503.64990234375,2549.89990234375,4731328,0.0,0.0
2021-11-11,2540.050048828125,2570.5,2535.550048828125,2554.550048828125,4946305,0.0,0.0
2021-12-03,2498.39990234375,2498.5,2400.0,2408.25,8871172,0.0,0.0
2021-12-06,2416.0,2425.0,2357.14990234375,2362.60009765625,4766974,0.0,0.0
2021-12-07,2376.14990234375,2404.0,2360.0,2381.85009765625,5183409,0.0,0.0
2021-12-08,2424.10009765625,2431.800048828125,2406.300048828125,2418.10009765625,4034341,0.0,0.0
2021-12-09,2435.0,2474.89990234375,2425.0,2456.449951171875,6097126,0.0,0.0
2021-12-10,2440.25,2466.0,2430.35009765625,2458.949951171875,3860176,0.0,0.0
2021-12-13,2473.5,2474.10009765625,2404.0,2411.449951171875,5952396,0.0,0.0
2021-12-14,2380.0,2406.0,2373.39990234375,2380.14990234375,5993389,0.0,0.0
2021-12-15,2384.0,2405.0,2361.10009765625,2373.199951171875,4321697,0.0,0.0
2021-12-16,2405.699951171875,2415.5,2368.64990234375,2403.89990234375,4504519,0.0,0.0
2021-12-17,2398.050048828125,2408.0,2320.0,2340.449951171875,9714489,0.0,0.0
2021-12-23,2374.0,2380.0,2358.050048828125,2365.25,4185594,0.0,0.0
2021-12-24,2370.0,2392.0,2337.550048828125,2372.800048828125,3639616,0.0,0.0
2021-12-27,2361.550048828125,2378.0,2348.10009765625,2370.25,1852732,0.0,0.0
2021-12-28,2375.60009765625,2404.85009765625,2373.050048828125,2398.39990234375,2933055,0.0,0.0
2021-12-29,2391.0,2419.0,2382.10009765625,2402.5,7117041,0.0,0.0
2021-12-30,2400.0,2404.949951171875,2345.60009765625,2359.10009765625,13536180,0.0,0.0
2021-12-31,2373.0,2383.89990234375,2360.0,2368.14990234375,4373768,0.0,0.0
2022-01-19,2530.0,2542.0,2509.0,2521.60009765625,4500486,0.0,0.0
2022-01-20,2500.050048828125,2509.949951171875,2455.0,2477.449951171875,7611477,0.0,0.0
2022-01-21,2452.0,2502.25,2452.0,2477.85009765625,6155759,0.0,0.0
2022-01-24,2475.0,2504.75,2355.10009765625,2377.89990234375,10090314,0.0,0.0
2022-01-25,2349.550048828125,2388.64990234375,2305.0,2373.25,11311456,0.0,0.0
2022-01-27,2336.0,2356.10009765625,2311.050048828125,2338.10009765625,9238200,0.0,0.0
2022-01-28,2365.0,2375.89990234375,2328.39990234375,2335.85009765625,6769154,0.0,0.0
2022-01-31,2360.199951171875,2406.39990234375,2356.199951171875,2386.60009765625,5602820,0.0,0.0
2022-02-01,2408.0,2420.60009765625,2347.10009765625,2378.699951171875,6088821,0.0,0.0
2022-02-03,2392.0,2401.449951171875,2347.199951171875,2352.75,4415710,0.0,0.0
2022-02-04,2341.0,2348.449951171875,2321.10009765625,2331.300048828125,5104761,0.0,0.0
2022-02-07,2342.0,2356.800048828125,2305.0,2317.10009765625,4943289,0.0,0.0
2022-02-08,2330.64990234375,2360.0,2310.0,2356.050048828125,5564589,0.0,0.0
2022-02-09,2371.14990234375,2387.199951171875,2358.0,2383.5,5298451,0.0,0.0
2022-02-10,2395.699951171875,2395.699951171875,2365.10009765625,2381.050048828125,5746696,0.0,0.0
2022-02-11,2373.25,2384.5,2344.10009765625,2376.39990234375,7357863,0.0,0.0
2022-02-14,2340.25,2354.949951171875,2313.0,2338.550048828125,4944759,0.0,0.0
2022-02-15,2351.199951171875,2423.89990234375,2335.699951171875,2417.949951171875,5173323,0.0,0.0
2022-02-16,2430.0,2433.0,2395.949951171875,2412.949951171875,4795130,0.0,0.0
2022-02-17,1105.5725473406733,1121.4701931862114,1100.958586872722,1116.2623291015625,12853252,0.0,0.0
2022-02-18,1116.6735572638147,1122.1554750723071,1105.595411812659,1107.5369873046875,6775458,0.0,0.0
2022-02-21,1101.8721976565464,1113.521408425006,1089.3551505320604,1096.3446044921875,11107193,0.0,0.0
2022-02-22,1074.8735632656853,1094.517332701672,1072.246853908931,1091.3651123046875,13494914,0.0,0.0
2022-02-23,1096.892949213623,1099.382632057145,1081.771908072454,1084.53564453125,7310110,0.0,0.0
2022-02-24,1052.991409674357,1068.934850965678,1024.8507717891239,1030.4925537109375,24846650,0.0,0.0
2022-02-25,1041.6164930677219,1054.3392021395248,1039.8577407594298,1043.3753662109375,14570089,0.0,0.0
2022-02-28,1024.6681305348836,1081.474799880528,1024.6681305348836,1077.9114990234375,21297446,0.0,0.0
2022-03-02,1066.445133467933,1096.8471991296558,1064.046801992361,1095.7279052734375,21471786,0.0,0.0
2022-03-03,1096.3903490265268,1103.1742632236142,1082.7083316309584,1086.4771728515625,10186748,0.0,0.0
2022-03-04,1074.919279861678,1080.0814684121392,1060.0039008697365,1062.37939453125,10805667,0.0,0.0
2022-03-07,1040.976940539197,1056.2351291977702,1015.074765720734,1023.0921630859375,17983310,0.0,0.0
2022-03-08,1010.2779863019115,1026.0386661318942,995.8878765487244,1021.2418823242188,21289374,0.0,0.0
2022-03-09,1021.4704109600883,1081.3149942061316,1020.6251706720651,1075.421875,20414228,0.0,0.0
2022-03-10,1096.3903166288228,1098.674459093969,1078.117176907654,1092.849853515625,17980493,0.0,0.0
2022-03-11,1085.4491980198648,1101.4154783101,1085.4491980198648,1096.001953125,12257423,0.0,0.0
2022-03-14,1090.405935906339,1107.537066217772,1084.5128164457324,1105.0015869140625,8340678,0.0,0.0
2022-03-15,1109.1587116435871,1109.1587116435871,1069.3688600939372,1079.6932373046875,15925769,0.0,0.0
2022-03-16,1088.167464322889,1099.9993787977592,1085.9289972826414,1097.9207763671875,11149828,0.0,0.0
2022-03-17,1111.3514272797765,1140.8854130077184,1103.2883553055435,1133.7132568359375,21422098,0.0,0.0
2022-03-21,1116.4908817859648,1134.7640221448232,1114.2067392411075,1127.1806640625,11999466,0.0,0.0
2022-03-22,1123.8456386475027,1158.039381139047,1120.8763623611185,1156.303466796875,22557065,0.0,0.0
2022-03-23,1152.5804220869475,1171.6986821541798,1152.5804220869475,1159.98095703125,15462187,0.0,0.0
2022-03-24,1146.6415549864084,1180.5154488766732,1146.6415549864084,1178.0028076171875,13168266,0.0,0.0
2022-03-25,1179.7616924170409,1195.065434779435,1177.2490511325275,1185.8603515625,14222488,0.0,0.0
2022-03-28,1192.32449030425,1201.3468716912448,1181.589032177552,1197.78369140625,9891424,0.0,0.0
2022-03-29,1205.1155844365524,1205.1155844365524,1191.1366767294153,1198.0576171875,8684065,0.0,0.0
2022-03-30,1205.9838276782311,1227.9572970530596,1195.568098448871,1221.08203125,15811550,0.0,0.0
2022-03-31,1217.4274321644898,1219.597385918607,1200.8216912880262,1203.631103515625,13223718,0.0,0.0
2022-04-01,1204.2020845793309,1217.5186975999854,1197.8065336156067,1213.2701416015625,7922880,0.0,0.0
2022-04-04,1213.0874817677436,1222.0185122973244,1206.78328178683,1216.8563232421875,7929162,0.0,0.0
2022-04-05,1211.1001668436431,1219.6886298945194,1197.2126090402044,1199.6566162109375,13149870,0.0,0.0
2022-04-06,1181.8632115846942,1203.5168303364353,1181.8632115846942,1196.4588623046875,12257215,0.0,0.0
2022-04-07,1185.5177862357762,1190.497272885423,1172.6808873975315,1175.3533935546875,15496499,0.0,0.0
2022-04-08,1169.4829394682276,1199.1769109058184,1169.4829394682276,1194.905517578125,15152495,0.0,0.0
2022-04-11,1187.7561365890233,1205.3669801293806,1179.990076371114,1192.4158935546875,9254209,0.0,0.0
2022-04-12,1181.8173996563173,1188.9440018326563,1167.3816137327406,1169.9627685546875,13217742,0.0,0.0
2022-04-13,1176.1070229366328,1184.3756354169766,1162.858924394788,1165.66845703125,10354235,0.0,0.0
2022-04-18,1157.148575340456,1169.3915684841897,1152.0320627201922,1162.1051025390625,9974224,0.0,0.0
2022-04-19,1168.5693383167388,1218.8205923006697,1165.3944009006232,1206.394775390625,26141820,0.0,0.0
2022-04-20,1213.8411033760067,1248.9713175668496,1210.1864513522937,1241.8675537109375,25072240,0.0,0.0
2022-04-21,1256.6917412979888,1274.0969239268672,1248.0576029654037,1270.94482421875,21708633,0.0,0.0
2022-04-22,1260.3463347771044,1280.0356589714931,1253.6309344426143,1260.3006591796875,15054154,0.0,0.0
2022-04-25,1252.8087686869983,1260.1179524637025,1216.8334323192007,1231.155029296875,17063215,0.0,0.0
2022-04-26,1238.0074258969112,1276.837969729548,1236.9567662507138,1267.998291015625,12227666,0.0,0.0
2022-04-27,1258.9529883377872,1291.9132486351143,1258.587462723263,1269.231689453125,19338945,0.0,0.0
2022-04-28,1283.6675760306302,1302.4204311461608,1272.772132649719,1288.190185546875,25614076,0.0,0.0
2022-04-29,1304.7731467025958,1304.7731467025958,1268.752133531133,1274.6680908203125,18214862,0.0,0.0
2022-05-02,1261.7624415848888,1281.6344669344742,1259.957893094285,1270.19091796875,9467006,0.0,0.0
2022-05-04,1272.2696341542794,1274.5537765928625,1222.6122832882447,1230.5382080078125,19247660,0.0,0.0
2022-05-05,1244.174514898695,1247.1439120703812,1202.3746973429188,1206.4404296875,17210669,0.0,0.0
2022-05-06,1193.3295050253437,1214.7090684591842,1184.8095559027615,1197.189697265625,19649948,0.0,0.0
2022-05-09,1176.312562358624,1186.4313990691257,1145.2710390876546,1150.4332275390625,18083752,0.0,0.0
2022-05-10,1139.7891087133974,1154.224893475783,1122.8863583311434,1130.4925537109375,19511677,0.0,0.0
2022-05-11,1129.578931172324,1135.1979964297846,1106.4176570044551,1118.9119873046875,16643899,0.0,0.0
2022-05-12,1108.9531078983991,1112.3107476202658,1082.6854103802077,1096.1162109375,20490321,0.0,0.0
2022-05-13,1108.2679385841418,1132.0229967577814,1103.4026412800768,1108.5419921875,19308778,0.0,0.0
2022-05-16,1112.128004041224,1133.3933770518554,1103.996418885784,1108.8160400390625,13437911,0.0,0.0
2022-05-17,1112.4250996768853,1160.3008658238577,1111.008914291324,1155.389892578125,16551828,0.0,0.0
2022-05-18,1160.1865549882743,1174.0512742938924,1145.8421210589095,1159.5926513671875,17276788,0.0,0.0
2022-05-19,1134.7639417959872,1147.7835412963072,1126.5638428485388,1132.8680419921875,14699118,0.0,0.0
2022-05-20,1147.783607958272,1208.0393914427182,1142.9869449255991,1198.9256591796875,21793091,0.0,0.0
2022-05-23,1202.1463372152618,1212.2194992964169,1184.5584509779821,1190.908447265625,15252755,0.0,0.0
2022-05-24,1190.9540534654761,1205.1156645014323,1186.705497653737,1194.9969482421875,13527818,0.0,0.0
2022-05-25,1203.745238550085,1213.6584143035645,1188.4413754806435,1193.2381591796875,12714544,0.0,0.0
2022-05-26,1198.9026925285402,1203.699475880604,1164.0009793047864,1181.863037109375,17882023,0.0,0.0
2022-05-27,1184.5812027866161,1190.108796154797,1160.39210620289,1176.381103515625,16521973,0.0,0.0
2022-05-30,1194.6085702316102,1221.5615239739543,1185.1065955235417,1217.3587646484375,13853398,0.0,0.0
2022-05-31,1206.6687274718395,1223.7541789727848,1194.9282871925982,1202.6715087890625,70620653,0.0,0.0
2022-06-01,1203.4254634054103,1212.9732349640553,1195.1568503574256,1203.06005859375,9776989,0.0,0.0
2022-06-02,1203.2883287237908,1248.263204422123,1203.2883287237908,1244.5400390625,22126569,0.0,0.0
2022-06-03,1253.5397039010566,1287.048074567651,1252.6259501949446,1269.757080078125,23939791,0.0,0.0
2022-06-06,1269.985552620149,1285.517673613419,1257.1028581470161,1264.2979736328125,11093152,0.0,0.0
2022-06-07,1265.3714656251257,1275.0562638211352,1257.2171625563249,1266.6734619140625,12358255,0.0,0.0
2022-06-08,1266.6734244004224,1270.4422655186836,1240.8854401986373,1244.4259033203125,12479250,0.0,0.0
2022-06-09,1238.0074055365444,1280.4924800493743,1238.0074055365444,1278.551025390625,17278305,0.0,0.0
2022-06-10,1266.2851869447563,1274.508124039323,1234.1243689934488,1239.948974609375,18093057,0.0,0.0
2022-06-13,1210.5976028269408,1221.0132096229022,1195.2023893618195,1216.4906005859375,17620803,0.0,0.0
2022-06-14,1210.620380069086,1220.5792304045258,1193.9003334796064,1200.5928955078125,14714312,0.0,0.0
2022-06-15,1195.7735538240995,1204.7959348444308,1180.629675723532,1186.06591796875,11195535,0.0,0.0
2022-06-16,1198.263252337325,1214.731964725186,1166.742012850329,1169.4830322265625,17111475,0.0,0.0
2022-06-17,1169.4830112454863,1199.1083502709462,1167.7014211838505,1183.1878662109375,24457187,0.0,0.0
2022-06-20,1190.040250016785,1195.567964067813,1151.7122606190735,1161.73974609375,12066797,0.0,0.0
2022-06-21,1169.4829224735429,1184.7409883434877,1155.0014625759918,1180.4925537109375,11720049,0.0,0.0
2022-06-22,1168.61502575356,1168.7063769509302,1142.5300296822988,1144.6314697265625,10617206,0.0,0.0
2022-06-23,1148.9484993341132,1153.4939462565972,1116.9475476533491,1126.061279296875,19446323,0.0,0.0
2022-06-24,1132.936783210017,1147.0983948217652,1127.454744304901,1142.09619140625,14240234,0.0,0.0
2022-06-27,1162.6077823265894,1162.6077823265894,1133.644738592181,1138.715576171875,15474529,0.0,0.0
2022-06-28,1133.8960802024349,1157.5826254205356,1133.8960802024349,1154.7274169921875,13572847,0.0,0.0
2022-06-29,1145.3624431238156,1186.3857782029609,1142.5300725593804,1178.6881103515625,19205146,0.0,0.0
2022-06-30,1178.619481785339,1195.0196790944162,1172.223931675006,1185.7689208984375,23112959,0.0,0.0
2022-07-01,1176.2897996268855,1184.1015357824997,1080.4013666583253,1100.36474609375,81997149,0.0,0.0
2022-07-04,1086.7739959811406,1115.577052050198,1080.9037149989122,1102.6488037109375,41857728,0.0,0.0
2022-07-05,1106.897360208046,1126.038456527804,1104.202016602596,1111.579833984375,17647327,0.0,0.0
2022-07-06,1105.5725520123876,1115.5542412022614,1090.9083889368783,1101.8037109375,23943726,0.0,0.0
2022-07-07,1108.2221336923733,1111.5797732814808,1084.969509837668,1090.9539794921875,23301033,0.0,0.0
2022-07-08,1104.613313326111,1104.613313326111,1088.4186541641254,1092.461669921875,19010108,0.0,0.0
2022-07-11,1085.654855583519,1109.5469397737156,1082.6854583050267,1107.30859375,13847467,0.0,0.0
2022-07-12,1098.2175774888256,1114.5264247032646,1098.2175774888256,1105.732421875,10778989,0.0,0.0
2022-07-13,1108.8618794074898,1111.9226280873092,1084.05603991937,1086.134521484375,14224132,0.0,0.0
2022-07-14,1090.9084571807557,1111.8997795163002,1085.860457354083,1095.08837890625,16970315,0.0,0.0
2022-07-15,1103.2427925242473,1103.2427925242473,1088.6699798728641,1097.212646484375,9603210,0.0,0.0
2022-07-18,1105.9837437553965,1107.8110093612281,1092.8726719861108,1106.5548095703125,15160908,0.0,0.0
2022-07-19,1096.5273453757022,1117.8613544563116,1096.5273453757022,1113.3387451171875,16439888,0.0,0.0
2022-07-20,1160.3463533603945,1161.4883641035365,1135.7917327813682,1143.443603515625,23924246,0.0,0.0
2022-07-21,1139.3323227498786,1142.0733421750035,1127.135003810937,1135.814697265625,16523230,0.0,0.0
2022-07-22,1142.0733166707644,1149.519647885798,1139.7891741458102,1143.489501953125,10969995,0.0,0.0
2022-07-25,1127.2034684800046,1127.2034684800046,1097.7608320732331,1105.7095947265625,23110452,0.0,0.0
2022-07-26,1106.029455803504,1116.4451842707813,1101.575359803222,1106.212158203125,11303288,0.0,0.0
2022-07-27,1105.5040660228672,1108.7246791571874,1097.303966652393,1105.1614990234375,8655086,0.0,0.0
2022-07-28,1112.8362192627847,1127.4318694475983,1105.9837916915405,1122.475341796875,12496073,0.0,0.0
2022-07-29,1130.5154502025562,1149.8850463753715,1125.6274359766599,1146.3902587890625,15130683,0.0,0.0
2022-08-01,1150.8214299555013,1182.1599643564234,1145.5450526925335,1176.266845703125,15700044,0.0,0.0
2022-08-02,1175.1933435933545,1191.3193666955792,1170.1910199308022,1180.7437744140625,13917913,0.0,0.0
2022-08-03,1187.756220396863,1192.3245056514904,1172.8865159355626,1190.6571044921875,14250977,0.0,0.0
2022-08-04,1192.3243712278706,1195.8648341932765,1158.0622356809067,1174.919189453125,14467127,0.0,0.0
2022-08-05,1176.7922390518186,1178.0712765976916,1154.3847337642264,1157.6053466796875,13942438,0.0,0.0
2022-08-08,1156.2348803420678,1180.2412740858922,1156.2348803420678,1172.749267578125,10165178,0.0,0.0
2022-08-10,1177.2034018093864,1183.1421964909127,1168.1353451870384,1179.76171875,10724688,0.0,0.0
2022-08-11,1189.1723475578433,1192.278771712202,1178.7109434195304,1183.6904296875,8198226,0.0,0.0
2022-08-12,1183.3249197105126,1206.6460598118545,1179.6247127043816,1202.83154296875,12650587,0.0,0.0
2022-08-16,1208.8617101328987,1213.9325477572347,1200.2276922424733,1211.1915283203125,6607378,0.0,0.0
2022-08-17,1217.4501633559391,1222.886405749029,1213.133094028372,1217.5186767578125,6595965,0.0,0.0
2022-08-18,1219.1308431407494,1223.2556660585276,1210.0561114924558,1219.7266845703125,7410035,0.0,0.0
2022-08-19,1214.547517275345,1219.9098470851989,1193.9001289854964,1197.979248046875,9460724,0.0,0.0
2022-08-22,1199.4229818081733,1205.9768732003308,1185.2150443055014,1194.6563720703125,9471680,0.0,0.0
2022-08-23,1188.8816500056364,1216.0141936887906,1187.6670549206476,1213.0809326171875,9678484,0.0,0.0
2022-08-24,1210.0102388759242,1223.7139850665083,1207.8332053117829,1209.8497314453125,10369622,0.0,0.0
2022-08-25,1214.066375696288,1220.4598815412169,1201.9896457854827,1206.32080078125,7871946,0.0,0.0
2022-08-26,1206.7560105770235,1214.5475305502569,1194.8397893299764,1199.8812255859375,10742038,0.0,0.0
2022-08-29,1184.7566583910777,1216.8391091462286,1181.5713619970995,1190.554443359375,19838975,0.0,0.0
2022-08-30,1198.0479633404393,1212.3704619638545,1180.9067653713694,1209.024658203125,23139054,0.0,0.0
2022-09-01,1183.6797327019556,1193.9002008248963,1169.0363393296598,1173.4820556640625,19909939,0.0,0.0
2022-09-02,1173.4820664694669,1180.3339395479504,1157.578374439265,1159.7783203125,12999345,0.0,0.0
2022-09-05,1160.007418090633,1183.152613267758,1160.007418090633,1177.790283203125,11327815,0.0,0.0
2022-09-06,1179.2569945077344,1194.381547322973,1178.7986269685039,1190.1878662109375,10899618,0.0,0.0
2022-09-07,1180.1735645194212,1189.2941205007858,1177.8819693667544,1183.2672119140625,7488501,0.0,0.0
2022-09-08,1186.246185676337,1190.7148139862836,1178.3402255766878,1184.93994140625,7057077,0.0,0.0
2022-09-09,1196.2146902235793,1196.2146902235793,1175.131967038779,1177.5611572265625,8314850,0.0,0.0
2022-09-12,1178.1339594994238,1197.1314195730788,1178.1339594994238,1190.73779296875,7435419,0.0,0.0
2022-09-13,1199.8812973738873,1205.243627563175,1192.0898981636706,1200.683349609375,8888657,0.0,0.0
2022-09-14,1180.1734350135887,1196.2145993219858,1179.1422597382566,1186.2919921875,8678219,0.0,0.0
2022-09-15,1183.8401091308515,1193.2585249490623,1171.809204596027,1174.5362548828125,10365600,0.0,0.0
2022-09-16,1165.851005842832,1170.0905112150654,1141.6746357685297,1145.432861328125,20217708,0.0,0.0
2022-09-19,1145.4329424103823,1156.2034277254472,1137.2519123914522,1146.9224853515625,7580254,0.0,0.0
2022-09-20,1156.0887946120808,1163.0782625830732,1143.3703996112527,1147.105712890625,8411448,0.0,0.0
2022-09-21,1144.3101386731619,1160.9242344812671,1143.5080864000993,1150.268310546875,9207309,0.0,0.0
2022-09-22,1139.3830083821167,1147.174407042077,1133.0124155770613,1139.4288330078125,10308170,0.0,0.0
2022-09-23,1138.9247661746108,1143.9432900811485,1116.512887254655,1118.0711669921875,9528051,0.0,0.0
2022-09-26,1097.2405955370475,1108.1257637609822,1088.5784068177602,1089.586669921875,12479523,0.0,0.0
2022-09-27,1097.2176047922692,1111.8839101447593,1081.6806315191177,1098.2489013671875,16154822,0.0,0.0
2022-09-28,1081.79518852817,1089.8845687516468,1066.5560753973682,1069.008056640625,16997059,0.0,0.0
2022-09-29,1081.6347700818835,1085.0721019368389,1060.0936802894325,1065.7310791015625,14671827,0.0,0.0
2022-09-30,1059.1771101258157,1100.8841889640387,1059.1771101258157,1089.77001953125,18613024,0.0,0.0
2022-10-03,1096.0718857741501,1107.7360720763115,1083.0098058550202,1085.9888916015625,11852723,0.0,0.0
2022-10-04,1098.9592506464485,1108.2172796798002,1095.4530606754843,1106.017333984375,8948850,0.0,0.0
2022-10-06,1113.2588187066735,1122.883444582741,1108.28599835404,1110.0963134765625,13352162,0.0,0.0
2022-10-07,1106.6818973872244,1120.0877821926324,1106.6818973872244,1114.794189453125,7714340,0.0,0.0
2022-10-10,1102.2591362524915,1108.0340090016343,1094.4677374871164,1102.6258544921875,6329527,0.0,0.0
2022-10-11,1106.383978832154,1106.383978832154,1077.5556816482654,1080.6722412109375,9215177,0.0,0.0
2022-10-12,1077.9682225076774,1091.5803188699474,1073.8891033241994,1088.6241455078125,7417103,0.0,0.0
2022-10-13,1086.8596167505027,1097.2175580819248,1081.6805854702077,1092.08447265625,7328492,0.0,0.0
2022-10-14,1106.842402401571,1107.4611561285692,1085.8055030587066,1086.538818359375,9106089,0.0,0.0
2022-10-17,1079.343167648829,1106.3839397308118,1074.1183117345415,1103.977783203125,16729355,0.0,0.0
2022-10-18,1110.0506561830466,1128.8417857528536,1109.2027792744873,1123.45654296875,12415820,0.0,0.0
2022-10-19,1124.9459717728541,1158.5637907456658,1119.0794497261325,1143.0037841796875,19247142,0.0,0.0
2022-10-20,1138.9248517273975,1154.5076502732582,1138.9248517273975,1146.0745849609375,8717053,0.0,0.0
